Statistical indicator,Main commodities,Year,value
Volume, Goat or kid skin leather (mln.dm2),1996,0.0
Volume, Goat or kid skin leather (mln.dm2),1995,
Volume, Beef hide (thous.pcs),2024,113.78
Volume, Beef hide (thous.pcs),2023,175.71
Volume, Beef hide (thous.pcs),2022,106.32
Volume, Beef hide (thous.pcs),2021,0.1
Volume, Beef hide (thous.pcs),2020,8.7
Volume, Beef hide (thous.pcs),2019,24.0
Volume, Beef hide (thous.pcs),2018,0.0
Volume, Beef hide (thous.pcs),2017,0.0
Volume, Beef hide (thous.pcs),2016,45.4
Volume, Beef hide (thous.pcs),2015,111.65
Volume, Beef hide (thous.pcs),2014,174.61
Volume, Beef hide (thous.pcs),2013,140.51
Volume, Beef hide (thous.pcs),2012,4.0
Volume, Beef hide (thous.pcs),2011,0.0
Volume, Beef hide (thous.pcs),2010,2.9
Volume, Beef hide (thous.pcs),2009,0.0
Volume, Beef hide (thous.pcs),2008,
Volume, Beef hide (thous.pcs),2007,0.1
Volume, Beef hide (thous.pcs),2006,3.5
Volume, Beef hide (thous.pcs),2005,
Volume, Beef hide (thous.pcs),2004,2.0
Volume, Beef hide (thous.pcs),2003,13.1
Volume, Beef hide (thous.pcs),2002,56.3
Volume, Beef hide (thous.pcs),2001,370.5
Volume, Beef hide (thous.pcs),2000,1058.5
Volume, Beef hide (thous.pcs),1999,461.4
Volume, Beef hide (thous.pcs),1998,311.9
Volume, Beef hide (thous.pcs),1997,276.8
Volume, Beef hide (thous.pcs),1996,266.8
Volume, Beef hide (thous.pcs),1995,312.7
Volume, Horse hide (thous.pcs),2024,169.06
Volume, Horse hide (thous.pcs),2023,340.51
Volume, Horse hide (thous.pcs),2022,0.0
Volume, Horse hide (thous.pcs),2021,441.28
Volume, Horse hide (thous.pcs),2020,335.32
Volume, Horse hide (thous.pcs),2019,568.83
Volume, Horse hide (thous.pcs),2018,0.3
Volume, Horse hide (thous.pcs),2017,171.02
Volume, Horse hide (thous.pcs),2016,415.02
Volume, Horse hide (thous.pcs),2015,6.2
Volume, Horse hide (thous.pcs),2014,65.4
Volume, Horse hide (thous.pcs),2013,209.7
Volume, Horse hide (thous.pcs),2012,196.7
Volume, Horse hide (thous.pcs),2011,273.58
Volume, Horse hide (thous.pcs),2010,342.2
Volume, Horse hide (thous.pcs),2009,264.8
Volume, Horse hide (thous.pcs),2008,276.5
Volume, Horse hide (thous.pcs),2007,237.4
Volume, Horse hide (thous.pcs),2006,303.0
Volume, Horse hide (thous.pcs),2005,261.4
Volume, Horse hide (thous.pcs),2004,198.9
Volume, Horse hide (thous.pcs),2003,359.7
Volume, Horse hide (thous.pcs),2002,437.4
Volume, Horse hide (thous.pcs),2001,355.0
Volume, Horse hide (thous.pcs),2000,276.3
Volume, Horse hide (thous.pcs),1999,114.8
Volume, Horse hide (thous.pcs),1998,109.5
Volume, Horse hide (thous.pcs),1997,84.9
Volume, Horse hide (thous.pcs),1996,64.8
Volume, Horse hide (thous.pcs),1995,70.0
Volume, Leather of bovine or equine animals (mln.dm2),2024,50.71
Volume, Leather of bovine or equine animals (mln.dm2),2023,10.0
Volume, Leather of bovine or equine animals (mln.dm2),2022,17.4
Volume, Leather of bovine or equine animals (mln.dm2),2021,7.58
Volume, Leather of bovine or equine animals (mln.dm2),2020,23.42
Volume, Leather of bovine or equine animals (mln.dm2),2019,68.62
Volume, Leather of bovine or equine animals (mln.dm2),2018,79.5
Volume, Leather of bovine or equine animals (mln.dm2),2017,102.03
Volume, Leather of bovine or equine animals (mln.dm2),2016,86.39
Volume, Leather of bovine or equine animals (mln.dm2),2015,70.68
Volume, Leather of bovine or equine animals (mln.dm2),2014,58.45
Volume, Leather of bovine or equine animals (mln.dm2),2013,43.14
Volume, Leather of bovine or equine animals (mln.dm2),2012,42.99
Volume, Leather of bovine or equine animals (mln.dm2),2011,66.91
Volume, Leather of bovine or equine animals (mln.dm2),2010,
Volume, Leather of bovine or equine animals (mln.dm2),2009,
Volume, Leather of bovine or equine animals (mln.dm2),2008,
Volume, Leather of bovine or equine animals (mln.dm2),2007,
Volume, Leather of bovine or equine animals (mln.dm2),2006,
Volume, Leather of bovine or equine animals (mln.dm2),2005,
Volume, Leather of bovine or equine animals (mln.dm2),2004,
Volume, Leather of bovine or equine animals (mln.dm2),2003,
Volume, Leather of bovine or equine animals (mln.dm2),2002,
Volume, Leather of bovine or equine animals (mln.dm2),2001,
Volume, Leather of bovine or equine animals (mln.dm2),2000,
Volume, Leather of bovine or equine animals (mln.dm2),1999,
Volume, Leather of bovine or equine animals (mln.dm2),1998,
Volume, Leather of bovine or equine animals (mln.dm2),1997,
Volume, Leather of bovine or equine animals (mln.dm2),1996,
Volume, Leather of bovine or equine animals (mln.dm2),1995,
Volume, Sheep wool (t),2024,8231.1
Volume, Sheep wool (t),2023,13324.12
Volume, Sheep wool (t),2022,17722.76
Volume, Sheep wool (t),2021,5331.57
Volume, Sheep wool (t),2020,8510.38
Volume, Sheep wool (t),2019,14757.7
Volume, Sheep wool (t),2018,12189.33
Volume, Sheep wool (t),2017,16053.8
Volume, Sheep wool (t),2016,14090.61
Volume, Sheep wool (t),2015,11450.32
Volume, Sheep wool (t),2014,7351.26
Volume, Sheep wool (t),2013,2370.35
Volume, Sheep wool (t),2012,4494.32
Volume, Sheep wool (t),2011,8428.07
Volume, Sheep wool (t),2010,7915.6
Volume, Sheep wool (t),2009,5739.7
Volume, Sheep wool (t),2008,9308.0
Volume, Sheep wool (t),2007,9139.0
Volume, Sheep wool (t),2006,6377.9
Volume, Sheep wool (t),2005,6788.9
Volume, Sheep wool (t),2004,8327.4
Volume, Sheep wool (t),2003,8443.2
Volume, Sheep wool (t),2002,6139.2
Volume, Sheep wool (t),2001,10480.8
Volume, Sheep wool (t),2000,5216.3
Volume, Sheep wool (t),1999,8684.5
Volume, Sheep wool (t),1998,5421.5
Volume, Sheep wool (t),1997,10713.3
Volume, Sheep wool (t),1996,7675.3
Volume, Sheep wool (t),1995,14917.7
Volume, Greezy cashmere (t),2024,4775.77
Volume, Greezy cashmere (t),2023,5449.09
Volume, Greezy cashmere (t),2022,6426.72
Volume, Greezy cashmere (t),2021,6026.86
Volume, Greezy cashmere (t),2020,6339.83
Volume, Greezy cashmere (t),2019,5688.7
Volume, Greezy cashmere (t),2018,5286.61
Volume, Greezy cashmere (t),2017,5409.65
Volume, Greezy cashmere (t),2016,5413.45
Volume, Greezy cashmere (t),2015,4988.22
Volume, Greezy cashmere (t),2014,4035.41
Volume, Greezy cashmere (t),2013,4070.25
Volume, Greezy cashmere (t),2012,3597.76
Volume, Greezy cashmere (t),2011,2829.55
Volume, Greezy cashmere (t),2010,3103.9
Volume, Greezy cashmere (t),2009,3576.6
Volume, Greezy cashmere (t),2008,1929.2
Volume, Greezy cashmere (t),2007,1510.5
Volume, Greezy cashmere (t),2006,1675.7
Volume, Greezy cashmere (t),2005,381.3
Volume, Greezy cashmere (t),2004,47.4
Volume, Greezy cashmere (t),2003,252.9
Volume, Greezy cashmere (t),2002,60.0
Volume, Greezy cashmere (t),2001,32.0
Volume, Greezy cashmere (t),2000,717.2
Volume, Greezy cashmere (t),1999,799.5
Volume, Greezy cashmere (t),1998,16.2
Volume, Greezy cashmere (t),1997,824.6
Volume, Greezy cashmere (t),1996,431.4
Volume, Greezy cashmere (t),1995,403.5
Volume, Combed goat down (t),2024,707.3
Volume, Combed goat down (t),2023,1001.06
Volume, Combed goat down (t),2022,856.96
Volume, Combed goat down (t),2021,423.98
Volume, Combed goat down (t),2020,260.0
Volume, Combed goat down (t),2019,507.25
Volume, Combed goat down (t),2018,630.23
Volume, Combed goat down (t),2017,581.1
Volume, Combed goat down (t),2016,508.97
Volume, Combed goat down (t),2015,558.91
Volume, Combed goat down (t),2014,636.61
Volume, Combed goat down (t),2013,564.47
Volume, Combed goat down (t),2012,532.89
Volume, Combed goat down (t),2011,537.1
Volume, Combed goat down (t),2010,976.5
Volume, Combed goat down (t),2009,1623.3
Volume, Combed goat down (t),2008,1587.8
Volume, Combed goat down (t),2007,1784.5
Volume, Combed goat down (t),2006,1427.5
Volume, Combed goat down (t),2005,919.2
Volume, Combed goat down (t),2004,831.7
Volume, Combed goat down (t),2003,569.6
Volume, Combed goat down (t),2002,632.3
Volume, Combed goat down (t),2001,1006.6
Volume, Combed goat down (t),2000,770.2
Volume, Combed goat down (t),1999,1168.3
Volume, Combed goat down (t),1998,849.8
Volume, Combed goat down (t),1997,590.4
Volume, Combed goat down (t),1996,720.9
Volume, Combed goat down (t),1995,507.4
Volume, Cashmere tops (t),2024,0.0
Volume, Cashmere tops (t),2023,0.0
Volume, Cashmere tops (t),2022,0.0
Volume, Cashmere tops (t),2021,0.0
Volume, Cashmere tops (t),2020,0.0
Volume, Cashmere tops (t),2019,0.0
Volume, Cashmere tops (t),2018,0.0
Volume, Cashmere tops (t),2017,0.0
Volume, Cashmere tops (t),2016,0.0
Volume, Cashmere tops (t),2015,0.0
Volume, Cashmere tops (t),2014,0.0
Volume, Cashmere tops (t),2013,0.0
Volume, Cashmere tops (t),2012,0.0
Volume, Cashmere tops (t),2011,0.0
Volume, Cashmere tops (t),2010,
Volume, Cashmere tops (t),2009,0.2
Volume, Cashmere tops (t),2008,4.0
Volume, Cashmere tops (t),2007,15.5
Volume, Cashmere tops (t),2006,13.0
Volume, Cashmere tops (t),2005,13.9
Volume, Cashmere tops (t),2004,12.7
Volume, Cashmere tops (t),2003,22.5
Volume, Cashmere tops (t),2002,15.4
Volume, Cashmere tops (t),2001,24.3
Volume, Cashmere tops (t),2000,7.1
Volume, Cashmere tops (t),1999,41.5
Volume, Cashmere tops (t),1998,9.6
Volume, Cashmere tops (t),1997,12.5
Volume, Cashmere tops (t),1996,28.3
Volume, Cashmere tops (t),1995,34.0
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2024,16.78
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2023,15.98
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2022,6.02
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2021,9.23
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2020,9.55
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2019,13.19
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2018,17.37
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2017,12.65
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2016,9.43
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2015,6.43
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2014,6.51
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2013,6.43
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2012,8.54
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2011,8.69
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2010,81.4
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2009,20.4
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2008,1710.5
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2007,5846.0
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2006,6368.3
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2005,4278.0
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2004,3547.2
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2003,1627.1
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2002,1188.7
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2001,1084.0
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",2000,94.1
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",1999,1.0
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",1998,
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",1997,
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",1996,159.5
Volume," T-shirts and singlets, knitted or crocheheted (thous.pcs)",1995,25.6
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2024,197.57
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2023,298.09
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2022,343.56
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2021,290.13
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2020,291.5
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2019,323.5
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2018,236.28
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2017,132.14
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2016,108.99
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2015,116.03
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2014,101.88
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2013,96.42
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2012,131.57
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2011,96.39
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2010,51.5
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2009,65.0
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2008,671.3
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2007,1809.4
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2006,4339.5
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2005,4508.8
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2004,10198.0
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2003,8093.1
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2002,6371.0
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2001,4690.8
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",2000,2843.0
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",1999,1713.6
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",1998,167.6
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",1997,145.0
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",1996,192.3
Volume," Jerseys, pullovers, cardigans8 waistcoats & similar articles, knitted (thous.pcs)",1995,210.8
Volume," Swen coat, outwear, suit (thous.pcs)",2024,4.54
Volume," Swen coat, outwear, suit (thous.pcs)",2023,17.53
Volume," Swen coat, outwear, suit (thous.pcs)",2022,6.02
Volume," Swen coat, outwear, suit (thous.pcs)",2021,7.17
Volume," Swen coat, outwear, suit (thous.pcs)",2020,18.18
Volume," Swen coat, outwear, suit (thous.pcs)",2019,19.67
Volume," Swen coat, outwear, suit (thous.pcs)",2018,12.36
Volume," Swen coat, outwear, suit (thous.pcs)",2017,10.11
Volume," Swen coat, outwear, suit (thous.pcs)",2016,4.3
Volume," Swen coat, outwear, suit (thous.pcs)",2015,1.24
Volume," Swen coat, outwear, suit (thous.pcs)",2014,0.74
Volume," Swen coat, outwear, suit (thous.pcs)",2013,0.09
Volume," Swen coat, outwear, suit (thous.pcs)",2012,0.22
Volume," Swen coat, outwear, suit (thous.pcs)",2011,8.34
Volume," Swen coat, outwear, suit (thous.pcs)",2010,0.2
Volume," Swen coat, outwear, suit (thous.pcs)",2009,1.7
Volume," Swen coat, outwear, suit (thous.pcs)",2008,3.4
Volume," Swen coat, outwear, suit (thous.pcs)",2007,4.2
Volume," Swen coat, outwear, suit (thous.pcs)",2006,
Volume," Swen coat, outwear, suit (thous.pcs)",2005,19.1
Volume," Swen coat, outwear, suit (thous.pcs)",2004,
Volume," Swen coat, outwear, suit (thous.pcs)",2003,
Volume," Swen coat, outwear, suit (thous.pcs)",2002,
Volume," Swen coat, outwear, suit (thous.pcs)",2001,
Volume," Swen coat, outwear, suit (thous.pcs)",2000,1133.9
Volume," Swen coat, outwear, suit (thous.pcs)",1999,
Volume," Swen coat, outwear, suit (thous.pcs)",1998,
Volume," Swen coat, outwear, suit (thous.pcs)",1997,
Volume," Swen coat, outwear, suit (thous.pcs)",1996,
Volume," Swen coat, outwear, suit (thous.pcs)",1995,654.8
Volume, Underwear clothes (thous.pcs),2024,1.71
Volume, Underwear clothes (thous.pcs),2023,7.79
Volume, Underwear clothes (thous.pcs),2022,2.55
Volume, Underwear clothes (thous.pcs),2021,2.73
Volume, Underwear clothes (thous.pcs),2020,3.37
Volume, Underwear clothes (thous.pcs),2019,4.61
Volume, Underwear clothes (thous.pcs),2018,11.72
Volume, Underwear clothes (thous.pcs),2017,6.58
Volume, Underwear clothes (thous.pcs),2016,2.37
Volume, Underwear clothes (thous.pcs),2015,1.28
Volume, Underwear clothes (thous.pcs),2014,1.25
Volume, Underwear clothes (thous.pcs),2013,0.56
Volume, Underwear clothes (thous.pcs),2012,0.7
Volume, Underwear clothes (thous.pcs),2011,5.29
Volume, Underwear clothes (thous.pcs),2010,112.4
Volume, Underwear clothes (thous.pcs),2009,191.4
Volume, Underwear clothes (thous.pcs),2008,377.4
Volume, Underwear clothes (thous.pcs),2007,1639.4
Volume, Underwear clothes (thous.pcs),2006,3897.5
Volume, Underwear clothes (thous.pcs),2005,4874.5
Volume, Underwear clothes (thous.pcs),2004,6653.8
Volume, Underwear clothes (thous.pcs),2003,6439.8
Volume, Underwear clothes (thous.pcs),2002,7142.0
Volume, Underwear clothes (thous.pcs),2001,5501.2
Volume, Underwear clothes (thous.pcs),2000,5526.8
Volume, Underwear clothes (thous.pcs),1999,3565.3
Volume, Underwear clothes (thous.pcs),1998,1923.9
Volume, Underwear clothes (thous.pcs),1997,1435.0
Volume, Underwear clothes (thous.pcs),1996,986.6
Volume, Underwear clothes (thous.pcs),1995,627.0
Volume, Blankets & traveling rugs (pcs),2024,4932.0
Volume, Blankets & traveling rugs (pcs),2023,12560.0
Volume, Blankets & traveling rugs (pcs),2022,13515.0
Volume, Blankets & traveling rugs (pcs),2021,9202.0
Volume, Blankets & traveling rugs (pcs),2020,10796.0
Volume, Blankets & traveling rugs (pcs),2019,13003.0
Volume, Blankets & traveling rugs (pcs),2018,5048.0
Volume, Blankets & traveling rugs (pcs),2017,15630.0
Volume, Blankets & traveling rugs (pcs),2016,3493.0
Volume, Blankets & traveling rugs (pcs),2015,3400.0
Volume, Blankets & traveling rugs (pcs),2014,4587.0
Volume, Blankets & traveling rugs (pcs),2013,4996.0
Volume, Blankets & traveling rugs (pcs),2012,5656.0
Volume, Blankets & traveling rugs (pcs),2011,7343.0
Volume, Blankets & traveling rugs (pcs),2010,7650.0
Volume, Blankets & traveling rugs (pcs),2009,4724.0
Volume, Blankets & traveling rugs (pcs),2008,17536.0
Volume, Blankets & traveling rugs (pcs),2007,11648.0
Volume, Blankets & traveling rugs (pcs),2006,10879.0
Volume, Blankets & traveling rugs (pcs),2005,6944.0
Volume, Blankets & traveling rugs (pcs),2004,5791.0
Volume, Blankets & traveling rugs (pcs),2003,5876.0
Volume, Blankets & traveling rugs (pcs),2002,2443.0
Volume, Blankets & traveling rugs (pcs),2001,1568.0
Volume, Blankets & traveling rugs (pcs),2000,4875.0
Volume, Blankets & traveling rugs (pcs),1999,3002.0
Volume, Blankets & traveling rugs (pcs),1998,13253.0
Volume, Blankets & traveling rugs (pcs),1997,3463.0
Volume, Blankets & traveling rugs (pcs),1996,4332.0
Volume, Blankets & traveling rugs (pcs),1995,23117.0
Volume, Coal (thous.t),2024,83754.74
Volume, Coal (thous.t),2023,69612.51
Volume, Coal (thous.t),2022,31821.57
Volume, Coal (thous.t),2021,16117.59
Volume, Coal (thous.t),2020,28676.87
Volume, Coal (thous.t),2019,36604.07
Volume, Coal (thous.t),2018,36264.68
Volume, Coal (thous.t),2017,33399.35
Volume, Coal (thous.t),2016,25810.6
Volume, Coal (thous.t),2015,14472.59
Volume, Coal (thous.t),2014,19498.97
Volume, Coal (thous.t),2013,18373.11
Volume, Coal (thous.t),2012,20915.47
Volume, Coal (thous.t),2011,21296.04
Volume, Coal (thous.t),2010,16726.2
Volume, Coal (thous.t),2009,7113.2
Volume, Coal (thous.t),2008,4169.3
Volume, Coal (thous.t),2007,3269.0
Volume, Coal (thous.t),2006,2380.1
Volume, Coal (thous.t),2005,2217.8
Volume, Coal (thous.t),2004,1635.1
Volume, Coal (thous.t),2003,435.4
Volume, Coal (thous.t),2002,11.0
Volume, Coal (thous.t),2001,1.9
Volume, Coal (thous.t),2000,0.6
Volume, Coal (thous.t),1999,
Volume, Coal (thous.t),1998,3.1
Volume, Coal (thous.t),1997,0.2
Volume, Coal (thous.t),1996,0.5
Volume, Coal (thous.t),1995,1.0
Volume, Crude petroleum oils (thous.barrel),2024,4074.08
Volume, Crude petroleum oils (thous.barrel),2023,4730.37
Volume, Crude petroleum oils (thous.barrel),2022,2605.68
Volume, Crude petroleum oils (thous.barrel),2021,4348.92
Volume, Crude petroleum oils (thous.barrel),2020,4070.54
Volume, Crude petroleum oils (thous.barrel),2019,6545.21
Volume, Crude petroleum oils (thous.barrel),2018,6189.8
Volume, Crude petroleum oils (thous.barrel),2017,7514.17
Volume, Crude petroleum oils (thous.barrel),2016,8015.9
Volume, Crude petroleum oils (thous.barrel),2015,8135.19
Volume, Crude petroleum oils (thous.barrel),2014,6885.09
Volume, Crude petroleum oils (thous.barrel),2013,5243.83
Volume, Crude petroleum oils (thous.barrel),2012,3567.96
Volume, Crude petroleum oils (thous.barrel),2011,2553.66
Volume, Crude petroleum oils (thous.barrel),2010,2078.8
Volume, Crude petroleum oils (thous.barrel),2009,1938.5
Volume, Crude petroleum oils (thous.barrel),2008,1058.9
Volume, Crude petroleum oils (thous.barrel),2007,812.3
Volume, Crude petroleum oils (thous.barrel),2006,337.9
Volume, Crude petroleum oils (thous.barrel),2005,188.1
Volume, Crude petroleum oils (thous.barrel),2004,180.4
Volume, Crude petroleum oils (thous.barrel),2003,159.5
Volume, Crude petroleum oils (thous.barrel),2002,129.4
Volume, Crude petroleum oils (thous.barrel),2001,86.1
Volume, Crude petroleum oils (thous.barrel),2000,68.0
Volume, Crude petroleum oils (thous.barrel),1999,25.1
Volume, Crude petroleum oils (thous.barrel),1998,42.8
Volume, Crude petroleum oils (thous.barrel),1997,
Volume, Crude petroleum oils (thous.barrel),1996,
Volume, Crude petroleum oils (thous.barrel),1995,
 Value(USD.thous),Frozen beef (t),2024,720.98
 Value(USD.thous),Frozen beef (t),2023,979.02
 Value(USD.thous),Frozen beef (t),2022,576.68
 Value(USD.thous),Frozen beef (t),2021,0.0
 Value(USD.thous),Frozen beef (t),2020,0.0
 Value(USD.thous),Frozen beef (t),2019,0.0
 Value(USD.thous),Frozen beef (t),2018,3175.78
 Value(USD.thous),Frozen beef (t),2017,1643.32
 Value(USD.thous),Frozen beef (t),2016,1592.29
 Value(USD.thous),Frozen beef (t),2015,2621.93
 Value(USD.thous),Frozen beef (t),2014,1590.6
 Value(USD.thous),Frozen beef (t),2013,0.0
 Value(USD.thous),Frozen beef (t),2012,3301.33
 Value(USD.thous),Frozen beef (t),2011,13926.09
 Value(USD.thous),Frozen beef (t),2010,8138.2
 Value(USD.thous),Frozen beef (t),2009,17789.1
 Value(USD.thous),Frozen beef (t),2008,8497.8
 Value(USD.thous),Frozen beef (t),2007,6263.3
 Value(USD.thous),Frozen beef (t),2006,4425.0
 Value(USD.thous),Frozen beef (t),2005,3185.4
 Value(USD.thous),Frozen beef (t),2004,4989.4
 Value(USD.thous),Frozen beef (t),2003,9320.5
 Value(USD.thous),Frozen beef (t),2002,13826.3
 Value(USD.thous),Frozen beef (t),2001,12029.8
 Value(USD.thous),Frozen beef (t),2000,14282.8
 Value(USD.thous),Frozen beef (t),1999,13194.1
 Value(USD.thous),Frozen beef (t),1998,8661.7
 Value(USD.thous),Frozen beef (t),1997,9036.5
 Value(USD.thous),Frozen beef (t),1996,4434.9
 Value(USD.thous),Frozen beef (t),1995,2531.6
 Value(USD.thous), Horse meat (t),2024,84237.48
 Value(USD.thous), Horse meat (t),2023,125496.56
 Value(USD.thous), Horse meat (t),2022,21057.38
 Value(USD.thous), Horse meat (t),2021,14443.46
 Value(USD.thous), Horse meat (t),2020,33047.49
 Value(USD.thous), Horse meat (t),2019,57688.58
 Value(USD.thous), Horse meat (t),2018,64973.98
 Value(USD.thous), Horse meat (t),2017,44529.23
 Value(USD.thous), Horse meat (t),2016,14392.62
 Value(USD.thous), Horse meat (t),2015,7318.5
 Value(USD.thous), Horse meat (t),2014,4971.53
 Value(USD.thous), Horse meat (t),2013,7573.0
 Value(USD.thous), Horse meat (t),2012,4765.31
 Value(USD.thous), Horse meat (t),2011,8837.35
 Value(USD.thous), Horse meat (t),2010,19100.4
 Value(USD.thous), Horse meat (t),2009,14464.2
 Value(USD.thous), Horse meat (t),2008,10983.6
 Value(USD.thous), Horse meat (t),2007,9769.0
 Value(USD.thous), Horse meat (t),2006,10279.4
 Value(USD.thous), Horse meat (t),2005,4759.9
 Value(USD.thous), Horse meat (t),2004,2789.7
 Value(USD.thous), Horse meat (t),2003,3831.4
 Value(USD.thous), Horse meat (t),2002,5342.2
 Value(USD.thous), Horse meat (t),2001,3069.9
 Value(USD.thous), Horse meat (t),2000,5.1
 Value(USD.thous), Horse meat (t),1999,27.7
 Value(USD.thous), Horse meat (t),1998,251.4
 Value(USD.thous), Horse meat (t),1997,82.7
 Value(USD.thous), Horse meat (t),1996,57.0
 Value(USD.thous), Horse meat (t),1995,2.3
 Value(USD.thous), Edible meet offal (t),2024,799.27
 Value(USD.thous), Edible meet offal (t),2023,1347.5
 Value(USD.thous), Edible meet offal (t),2022,215.69
 Value(USD.thous), Edible meet offal (t),2021,930.59
 Value(USD.thous), Edible meet offal (t),2020,1257.14
 Value(USD.thous), Edible meet offal (t),2019,2509.4
 Value(USD.thous), Edible meet offal (t),2018,2179.74
 Value(USD.thous), Edible meet offal (t),2017,189.35
 Value(USD.thous), Edible meet offal (t),2016,59.24
 Value(USD.thous), Edible meet offal (t),2015,88.3
 Value(USD.thous), Edible meet offal (t),2014,238.87
 Value(USD.thous), Edible meet offal (t),2013,1320.91
 Value(USD.thous), Edible meet offal (t),2012,511.89
 Value(USD.thous), Edible meet offal (t),2011,196.17
 Value(USD.thous), Edible meet offal (t),2010,1502.3
 Value(USD.thous), Edible meet offal (t),2009,430.8
 Value(USD.thous), Edible meet offal (t),2008,928.0
 Value(USD.thous), Edible meet offal (t),2007,685.1
 Value(USD.thous), Edible meet offal (t),2006,1207.3
 Value(USD.thous), Edible meet offal (t),2005,82.3
 Value(USD.thous), Edible meet offal (t),2004,5.0
 Value(USD.thous), Edible meet offal (t),2003,273.0
 Value(USD.thous), Edible meet offal (t),2002,312.3
 Value(USD.thous), Edible meet offal (t),2001,657.5
 Value(USD.thous), Edible meet offal (t),2000,223.6
 Value(USD.thous), Edible meet offal (t),1999,853.0
 Value(USD.thous), Edible meet offal (t),1998,637.4
